Frame Number,Timecode,content_val,delta_edges,delta_hue,delta_lum,delta_sat
2,00:00:00.033,0.03320216049382716,0.5863425925925926,0.030925925925925926,0.007932098765432098,0.06074845679012346
3,00:00:00.067,0.00936985596707819,0.594212962962963,0.004899691358024692,0.0030787037037037037,0.020131172839506172
4,00:00:00.100,0.01246656378600823,1.5957175925925926,0.002476851851851852,0.013348765432098765,0.021574074074074075
5,00:00:00.133,0.05261059670781893,0.055092592592592596,0.049166666666666664,0.003155864197530864,0.10550925925925926
6,00:00:00.167,0.1637448559670782,1.0625,0.10423611111111111,0.028148148148148148,0.3588503086419753
7,00:00:00.200,0.3557818930041152,2.8707175925925927,0.4323842592592593,0.03875,0.5962114197530864
8,00:00:00.233,0.538423353909465,1.8416666666666666,0.6227237654320987,0.03180555555555555,0.9607407407407408
9,00:00:00.267,0.051262860082304525,0.6355324074074075,0.05128858024691358,0.027839506172839507,0.07466049382716049
10,00:00:00.300,0.08006430041152263,0.4741898148148148,0.057631172839506174,0.011412037037037037,0.17114969135802469
11,00:00:00.333,0.14872942386831275,0.5037037037037037,0.1293364197530864,0.013734567901234567,0.30311728395061727
12,00:00:00.367,0.27905606995884774,2.197800925925926,0.29268518518518516,0.07973765432098766,0.4647453703703704
13,00:00:00.400,1.8344650205761317,6.41238425925926,1.8845601851851852,0.09472222222222222,3.5241126543209877
14,00:00:00.433,0.24742541152263373,2.841203703703704,0.24763888888888888,0.04271604938271605,0.4519212962962963
15,00:00:00.467,0.15806069958847738,0.19872685185185185,0.1338503086419753,0.013580246913580247,0.32675154320987654
16,00:00:00.500,0.12049382716049384,1.3418981481481482,0.084375,0.06239969135802469,0.21470679012345678
17,00:00:00.533,0.14001543209876544,0.16527777777777777,0.13776234567901235,0.027608024691358025,0.2546759259259259
18,00:00:00.567,0.6427546296296296,1.9734953703703704,0.6121527777777778,0.061134259259259256,1.2549768518518518
19,00:00:00.600,1.1818338477366255,2.8903935185185183,1.1296527777777778,0.11829475308641975,2.297554012345679
20,00:00:00.633,0.11821502057613169,0.43877314814814816,0.13137345679012347,0.025316358024691357,0.19795524691358024
21,00:00:00.667,2.5093801440329218,8.18912037037037,2.413202160493827,0.3163117283950617,4.798626543209877
22,00:00:00.700,3.0740997942386836,6.557986111111111,2.942345679012346,0.30573302469135805,5.974220679012346
23,00:00:00.733,4.00198816872428,10.676157407407407,3.7558564814814814,0.4263503086419753,7.823757716049383
24,00:00:00.767,4.709061213991769,11.740625,4.460162037037037,0.4334182098765432,9.233603395061728
25,00:00:00.800,11.60957304526749,19.054166666666667,11.022037037037038,0.3824614197530864,23.424220679012347
26,00:00:00.833,2.224747942386831,5.979513888888889,1.9049382716049383,0.3441975308641975,4.425108024691358
27,00:00:00.867,2.230627572016461,8.265856481481482,1.8498225308641976,0.49930555555555556,4.3427546296296295
28,00:00:00.900,3.971738683127572,10.29050925925926,3.5441512345679014,0.5456404320987654,7.825424382716049
29,00:00:00.933,4.511216563786008,11.020486111111111,3.9173688271604936,0.5666820987654321,9.0495987654321
30,00:00:00.967,1.0715354938271604,1.9734953703703704,0.9004783950617284,0.176875,2.137253086419753
31,00:00:01.000,15.6583487654321,28.354976851851852,14.493649691358025,0.9324845679012346,31.548912037037038
32,00:00:01.033,2.842852366255144,8.151736111111111,2.113341049382716,0.6808179012345679,5.7343981481481485
33,00:00:01.067,3.7859902263374483,15.04224537037037,2.9610956790123457,0.7928549382716049,7.604020061728395
34,00:00:01.100,3.574591049382716,15.685648148148148,2.7570061728395063,0.672962962962963,7.293804012345679
35,00:00:01.133,1.4301260288065845,6.9534722222222225,0.6519444444444444,0.4818904320987654,3.1565432098765434
36,00:00:01.167,3.1824356995884777,14.383101851851851,2.5609722222222224,0.5724614197530864,6.413873456790124
37,00:00:01.200,12.5842566872428,35.694097222222226,11.259521604938271,0.9648148148148148,25.528433641975308
38,00:00:01.233,1.6525077160493826,8.076967592592593,1.0194444444444444,0.4768981481481481,3.4611805555555555
39,00:00:01.267,2.3696064814814815,13.218287037037037,1.258858024691358,0.7492978395061728,5.100663580246914
40,00:00:01.300,1.3321090534979423,3.240625,1.0053472222222222,0.22011574074074075,2.770864197530864
41,00:00:01.333,4.8959670781893,19.683796296296297,3.443564814814815,0.9709336419753086,10.273402777777777
42,00:00:01.367,2.871000514403292,12.366319444444445,1.8399228395061729,0.621141975308642,6.151936728395062
43,00:00:01.400,4.413415637860083,17.10821759259259,2.690192901234568,0.8101311728395062,9.739922839506173
44,00:00:01.433,3.5318081275720163,8.673148148148147,2.658865740740741,0.5280324074074074,7.408526234567901
45,00:00:01.467,2.462147633744856,6.308101851851852,1.6142901234567901,0.5329706790123456,5.239182098765432
46,00:00:01.500,1.3081507201646092,2.071875,1.0159413580246914,0.37940586419753086,2.529104938271605
47,00:00:01.533,2.2825154320987657,6.737037037037037,1.6581867283950618,0.6257098765432099,4.563649691358025
48,00:00:01.567,1.814017489711934,4.185069444444444,1.4564274691358026,0.4002006172839506,3.5854243827160492
49,00:00:01.600,7.416386316872429,18.052662037037038,5.436442901234568,0.9623225308641975,15.85039351851852
50,00:00:01.633,2.658485082304527,7.827083333333333,1.8262731481481482,0.43689043209876544,5.712291666666666
51,00:00:01.667,1.002224794238683,1.0703703703703704,0.869837962962963,0.45170524691358027,1.6851311728395062
52,00:00:01.700,2.029735082304527,3.0773148148148146,1.4542978395061728,0.8190509259259259,3.8158564814814815
53,00:00:01.733,2.821800411522634,5.804398148148148,1.93875,0.9643441358024691,5.562307098765432
54,00:00:01.767,2.039326131687243,2.294212962962963,1.7065817901234568,0.6485493827160493,3.7628472222222222
55,00:00:01.800,0.9231095679012347,2.1761574074074073,0.9127546296296296,0.2997222222222222,1.556851851851852
56,00:00:01.833,0.9442849794238684,1.4402777777777778,1.3810416666666667,0.2175925925925926,1.2342206790123458
57,00:00:01.867,3.432826646090535,5.467939814814815,3.0053472222222224,1.1558796296296296,6.137253086419753
58,00:00:01.900,1.4942772633744854,1.2789351851851851,1.8723842592592592,0.5656635802469135,2.044783950617284
59,00:00:01.933,2.918562242798354,1.6645833333333333,3.1616203703703705,0.7330324074074074,4.861033950617284
60,00:00:01.967,5.632793209876543,10.506944444444445,4.222407407407408,0.9226234567901235,11.753348765432099
61,00:00:02.000,13.0430066872428,25.017939814814813,13.134212962962962,1.0877314814814816,24.90707561728395
62,00:00:02.033,1.8227314814814815,3.2327546296296297,1.9321296296296295,0.6617361111111111,2.8743287037037035
63,00:00:02.067,2.8690560699588477,6.493055555555555,2.55454475308642,1.093858024691358,4.958765432098765
64,00:00:02.100,1.7850102880658436,3.701041666666667,1.8097067901234567,0.7573611111111112,2.787962962962963
65,00:00:02.133,0.8713400205761316,1.1116898148148149,0.9049228395061728,0.4153703703703704,1.2937268518518519
66,00:00:02.167,0.9092361111111112,0.2695601851851852,1.589483024691358,0.22551697530864198,0.9127083333333333
67,00:00:02.200,5.192294238683127,24.461111111111112,3.3804783950617283,1.156111111111111,11.040293209876543
68,00:00:02.233,2.8142875514403287,8.061226851851853,3.1528009259259258,0.6099845679012346,4.680077160493827
69,00:00:02.267,3.0146347736625514,7.280092592592593,2.5215895061728397,0.6283950617283951,5.893919753086419
70,00:00:02.300,1.4590792181069958,3.264236111111111,1.711604938271605,0.2892746913580247,2.376358024691358
71,00:00:02.333,1.7339609053497942,3.3114583333333334,2.1947685185185186,0.5849537037037037,2.4221604938271604
72,00:00:02.367,1.5549228395061727,2.3355324074074075,1.449861111111111,0.7677469135802469,2.4471604938271603
73,00:00:02.400,7.543801440329219,11.52025462962963,5.715100308641976,1.206435185185185,15.709868827160493
74,00:00:02.433,4.846965020576132,9.446412037037037,4.876774691358024,0.7728395061728395,8.891280864197531
75,00:00:02.467,0.7839969135802468,1.5465277777777777,0.9458024691358025,0.11377314814814815,1.2924151234567902
76,00:00:02.500,1.7718287037037037,2.205671296296296,2.2513657407407406,0.46228395061728395,2.6018364197530865
77,00:00:02.533,1.7176105967078188,2.5991898148148147,1.9596836419753085,0.5515740740740741,2.641574074074074
78,00:00:02.567,2.2144727366255146,3.8938657407407407,2.0855787037037037,0.5741049382716049,3.9837345679012346
79,00:00:02.600,1.4005864197530864,2.270601851851852,1.5886574074074074,0.41932098765432096,2.1937808641975307
80,00:00:02.633,0.8789429012345679,2.4280092592592593,1.1050077160493827,0.21228395061728395,1.319537037037037
81,00:00:02.667,4.034462448559671,9.10601851851852,3.818202160493827,1.0132716049382715,7.271913580246913
82,00:00:02.700,1.9698559670781892,6.3887731481481485,2.0464197530864197,0.6429475308641975,3.220200617283951
83,00:00:02.733,1.9512911522633745,2.8116898148148146,2.2386265432098766,0.8019521604938271,2.81329475308642
84,00:00:02.767,2.0579089506172843,4.779282407407408,2.3984953703703704,0.7062268518518519,3.06900462962963
85,00:00:02.800,6.186558641975309,10.459722222222222,6.043788580246914,0.9470601851851852,11.568827160493827
86,00:00:02.833,2.9144161522633745,6.689814814814815,3.367662037037037,0.468179012345679,4.907407407407407
87,00:00:02.867,3.441463477366255,9.285069444444444,3.4975077160493826,0.796466049382716,6.0304166666666665
88,00:00:02.900,1.8331532921810698,4.006018518518519,2.3123533950617285,0.5374845679012346,2.649621913580247
89,00:00:02.933,1.1173019547325103,1.3596064814814814,1.365023148148148,0.28209104938271606,1.7047916666666667
90,00:00:02.967,0.3570036008230453,0.5017361111111112,0.4580246913580247,0.10689814814814814,0.506087962962963
91,00:00:03.000,7.556450617283951,7.494560185185185,9.038287037037037,1.4993518518518518,12.131712962962963
92,00:00:03.033,2.9906790123456797,7.522106481481481,2.7913657407407406,0.7745833333333333,5.406087962962963
93,00:00:03.067,1.157929526748971,5.611574074074074,1.0169212962962964,0.4696219135802469,1.9872453703703703
94,00:00:03.100,0.8594650205761316,1.0625,0.8139351851851852,0.3058719135802469,1.458587962962963
95,00:00:03.133,0.4743415637860083,1.0802083333333334,0.5310030864197531,0.1897145061728395,0.7023070987654321
96,00:00:03.167,5.193572530864198,12.1125,4.925779320987655,1.3107484567901235,9.344189814814815
97,00:00:03.200,5.197685185185185,10.292476851851852,5.724151234567901,0.8074691358024692,9.061435185185186
98,00:00:03.233,1.1376646090534979,2.7487268518518517,1.6177314814814814,0.3832561728395062,1.4120061728395061
99,00:00:03.267,1.0458076131687244,2.8431712962962963,1.238503086419753,0.3914737654320988,1.507445987654321
100,00:00:03.300,0.5359953703703705,1.497337962962963,0.6201234567901235,0.22909722222222223,0.7587654320987655
101,00:00:03.333,0.5761779835390947,12.06724537037037,0.7929166666666667,0.26392746913580245,0.6716898148148148
102,00:00:03.367,0.3825205761316873,0.9837962962962963,0.36445216049382717,0.18100308641975307,0.6021064814814815
103,00:00:03.400,2.9088708847736626,9.432638888888889,2.7574537037037037,0.9441358024691358,5.025023148148148
104,00:00:03.433,1.2331970164609054,2.3965277777777776,1.109537037037037,0.3111111111111111,2.278942901234568
105,00:00:03.467,0.46861368312757196,1.7275462962962962,0.5919675925925926,0.1732175925925926,0.6406558641975308
106,00:00:03.500,1.4304140946502057,2.168287037037037,1.3298225308641975,0.6248148148148148,2.3366049382716048
107,00:00:03.533,1.1806867283950617,3.8269675925925926,1.2288811728395062,0.601820987654321,1.711358024691358
108,00:00:03.567,5.42372170781893,14.623148148148148,4.863688271604938,1.8759336419753085,9.531543209876544
109,00:00:03.600,6.408145576131688,14.162731481481481,7.693317901234568,1.2747453703703704,10.256373456790124
110,00:00:03.633,0.6588503086419754,1.4717592592592592,0.6387731481481481,0.26983024691358026,1.0679475308641975
111,00:00:03.667,0.5704295267489711,1.212037037037037,0.7222685185185185,0.21182098765432097,0.7771990740740741
112,00:00:03.700,1.7361959876543211,3.5652777777777778,1.5502932098765432,0.7904398148148148,2.8678549382716048
113,00:00:03.733,1.6579475308641973,7.140393518518518,1.654645061728395,0.8245370370370371,2.4946604938271606
114,00:00:03.767,5.517119341563785,12.464699074074074,5.127006172839506,1.897445987654321,9.52690586419753
115,00:00:03.800,1.0544212962962962,5.7965277777777775,1.0862962962962963,0.5080941358024691,1.5688734567901235
116,00:00:03.833,0.9410262345679011,4.8875,1.7072762345679013,0.29146604938271603,0.8243364197530865
117,00:00:03.867,5.552849794238683,14.84548611111111,5.404328703703704,1.6708564814814815,9.583364197530864
118,00:00:03.900,2.095972222222222,4.728125,3.561604938271605,0.7259799382716049,2.000331790123457
119,00:00:03.933,9.102795781893004,11.301851851851852,15.529768518518518,1.7006867283950617,10.077932098765432
120,00:00:03.967,9.931970164609053,12.029861111111112,16.18775462962963,1.7481867283950616,11.85996913580247
121,00:00:04.000,18.52008487654321,9.107986111111112,40.86819444444444,1.2077391975308642,13.484320987654321
122,00:00:04.033,2.181229423868313,5.444328703703704,3.6934104938271606,0.6297762345679012,2.2205015432098767
123,00:00:04.067,2.17707304526749,4.3523148148148145,4.117013888888889,0.35929783950617283,2.0549074074074074
124,00:00:04.100,1.7847376543209876,4.305092592592593,3.401597222222222,0.5974305555555556,1.3551851851851853
125,00:00:04.133,1.3242566872427983,3.0694444444444446,2.8478703703703703,0.3411496913580247,0.78375
126,00:00:04.167,4.104151234567902,8.7125,8.255401234567902,1.1272608024691357,2.9297916666666666
127,00:00:04.200,2.596831275720165,5.174768518518518,4.251944444444445,0.6840972222222222,2.8544521604938273
128,00:00:04.233,2.2585133744855965,5.743402777777778,4.5193055555555555,0.7521836419753086,1.5040509259259258
129,00:00:04.267,1.55627829218107,9.446412037037037,2.8328626543209876,0.5698225308641975,1.2661496913580248
130,00:00:04.300,1.354400720164609,4.039467592592593,2.956682098765432,0.3137808641975309,0.7927391975308642
131,00:00:04.333,1.3398868312757202,4.625810185185185,2.3679243827160494,0.5952237654320988,1.0565123456790124
132,00:00:04.367,1.7100900205761314,5.489583333333333,2.7281095679012344,0.5550077160493827,1.8471527777777779
133,00:00:04.400,4.862677469135802,10.426273148148148,8.001504629629629,1.2603626543209876,5.32616512345679
134,00:00:04.433,5.055689300411522,9.168981481481481,10.475617283950617,0.610246913580247,4.081203703703704
135,00:00:04.467,0.8002314814814815,3.008449074074074,1.0802469135802468,0.31287808641975307,1.0075694444444445
136,00:00:04.500,1.0327340534979423,3.024189814814815,2.140509259259259,0.2125462962962963,0.7451466049382716
137,00:00:04.533,1.640468106995885,6.827546296296297,2.7225925925925925,0.6599074074074074,1.5389043209876543
138,00:00:04.567,1.252608024691358,7.370601851851852,2.394081790123457,0.486766975308642,0.8769753086419753
139,00:00:04.600,0.6037474279835391,4.004050925925926,0.9084645061728395,0.2862345679012346,0.6165432098765432
140,00:00:04.633,0.7866795267489711,2.990740740740741,1.608641975308642,0.1966358024691358,0.5547608024691358
141,00:00:04.667,0.9118544238683128,3.984375,1.221766975308642,0.5033873456790123,1.010408950617284
142,00:00:04.700,2.6671810699588474,7.120717592592593,4.58258487654321,0.7853009259259259,2.6336574074074073
143,00:00:04.733,1.6966229423868313,5.2101851851851855,2.7450462962962963,0.6912808641975309,1.6535416666666667
144,00:00:04.767,1.2850128600823043,5.00949074074074,1.7700462962962964,0.6659722222222222,1.419020061728395
145,00:00:04.800,3.7340612139917693,7.162037037037037,5.935162037037037,0.603179012345679,4.663842592592593
146,00:00:04.833,2.9016898148148145,7.238773148148148,5.870239197530864,0.4462114197530864,2.388618827160494
147,00:00:04.867,1.6453935185185184,5.3597222222222225,2.714861111111111,0.5213271604938272,1.6999922839506172
148,00:00:04.900,1.5319084362139916,6.756712962962963,2.6262962962962964,0.7245138888888889,1.2449151234567901
149,00:00:04.933,0.4387551440329218,2.904166666666667,0.608804012345679,0.27489969135802467,0.43256172839506174
150,00:00:04.967,0.36309413580246913,3.4314814814814816,0.46901234567901234,0.23994598765432099,0.3803240740740741
151,00:00:05.000,5.420653292181069,8.527546296296297,10.582199074074074,1.0504552469135802,4.629305555555556
152,00:00:05.033,1.9301980452674894,10.054398148148149,2.9391666666666665,0.8001311728395062,2.051296296296296
153,00:00:05.067,0.9230787037037036,4.673032407407407,1.3225385802469136,0.44939814814814816,0.9972993827160493
154,00:00:05.100,0.32940329218106995,2.638541666666667,0.28292438271604936,0.30527777777777776,0.40000771604938273
155,00:00:05.133,0.4007587448559671,1.9439814814814815,0.583557098765432,0.22430555555555556,0.3944135802469136
156,00:00:05.167,0.6022042181069959,2.9966435185185185,0.8392052469135802,0.34510030864197533,0.6223070987654321
157,00:00:05.200,3.931301440329218,8.708564814814816,6.417993827160494,0.8503703703703703,4.52554012345679
158,00:00:05.233,3.1429140946502057,8.281597222222222,5.444336419753086,0.5971141975308641,3.3872916666666666
159,00:00:05.267,0.9746193415637858,5.058680555555555,1.3283873456790123,0.36449845679012344,1.2309722222222221
160,00:00:05.300,0.7527057613168724,3.433449074074074,1.0886111111111112,0.25012345679012343,0.9193827160493827
